Id,Label,度,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality
92572405,92572405,1,0,0,0.028050203
22359289,22359289,1,0,0,0.028050203
11852522,11852522,1,0,0,0.028050203
92551374,92551374,1,0,0,0.028050203
16227244,16227244,1,0,0,0.028050203
16743159,16743159,1,0,0,0.028050203
69080752,69080752,1,0,0,0.028050203
113465891,113465891,2,0,0,0.056100407
38536833,38536833,1,0,0,0.028050203
132153364,132153364,1,0,0,0.028050203
21004301,21004301,1,0,0,0.028050203
17611444,17611444,6,0,0,0.16830122
18677570,18677570,1,0,0,0.028050203
44081834,44081834,1,0,0,0.028050203
242829211,242829211,1,0,0,0.028050203
5118981,5118981,1,0,0,0.028050203
22707692,22707692,1,0,0,0.028050203
28828668,28828668,1,0,0,0.028050203
240213780,240213780,1,0,0,0.028050203
56024827,56024827,1,0,0,0.028050203
214039986,214039986,1,0,0,0.028050203
103929676,103929676,1,0,0,0.028050203
18514776,18514776,1,0,0,0.028050203
106228835,106228835,2,1,1,0.028050203
187812561,187812561,1,0,0,0.028050203
23277821,23277821,1,0,0,0.028050203
14451681,14451681,1,0,0,0.028050203
10083002,10083002,2,0,0,0.056100407
23849153,23849153,1,0,0,0.028050203
23874865,23874865,1,0,0,0.028050203
110559447,110559447,1,0,0,0.028050203
237206543,237206543,1,0,0,0.028050203
203851722,203851722,1,0,0,0.028050203
14582002,14582002,1,0,0,0.028050203
245668004,245668004,1,0,0,0.028050203
14110996,14110996,1,0,0,0.028050203
16094181,16094181,1,0,0,0.028050203
243858678,243858678,1,0,0,0.028050203
209949874,209949874,1,0,0,0.028050203
250409763,250409763,1,0,0,0.028050203
246866480,246866480,1,0,0,0.028050203
147958172,147958172,1,0,0,0.028050203
17167518,17167518,1,0,0,0.028050203
9983982,9983982,2,0,0,0.056100407
225791902,225791902,3,0,0,0.08415061
245149713,245149713,3,0,0,0.08415061
9888872,9888872,1,0,0,0.028050203
12772092,12772092,1,0,0,0.028050203
18147177,18147177,1,0,0,0.028050203
249245256,249245256,1,0,0,0.028050203
14194803,14194803,2,0,0,0.056100407
155205595,155205595,1,0,0,0.028050203
89464699,89464699,1,0,0,0.028050203
17995082,17995082,1,0,0,0.028050203
13007962,13007962,1,0,0,0.028050203
17003566,17003566,1,0,0,0.028050203
93293716,93293716,1,0,0,0.028050203
15146752,15146752,1,0,0,0.028050203
30995814,30995814,1,0,0,0.028050203
15281879,15281879,1,0,0,0.028050203
12054802,12054802,2,0,0,0.056100407
89441397,89441397,3,0,0,0.08415061
50209769,50209769,1,0,0,0.028050203
229528397,229528397,1,0,0,0.028050203
244242067,244242067,1,0,0,0.028050203
134768489,134768489,2,1,0,0.028050203
10313032,10313032,1,0,0,0.028050203
16325630,16325630,1,0,0,0.028050203
37103160,37103160,1,0,0,0.028050203
18042179,18042179,1,0,0,0.028050203
210755379,210755379,1,0,0,0.028050203
14349449,14349449,1,0,0,0.028050203
223809739,223809739,1,0,0,0.028050203
45676150,45676150,1,0,0,0.028050203
14171297,14171297,1,0,0,0.028050203
14806209,14806209,1,0,0,0.028050203
14172218,14172218,1,0,0,0.028050203
16306939,16306939,2,0,0,0.056100407
16783479,16783479,1,0,0,0.028050203
14879732,14879732,1,0,0,0.028050203
48733616,48733616,2,0,0,0.056100407
15684633,15684633,1,0,0,0.028050203
49146234,49146234,1,0,0,0.028050203
110795134,110795134,1,0,0,0.028050203
43882372,43882372,1,0,0,0.028050203
50440593,50440593,1,0,0,0.028050203
15445001,15445001,1,0,0,0.028050203
15650252,15650252,1,0,0,0.028050203
35017643,35017643,1,0,0,0.028050203
15388014,15388014,1,0,0,0.028050203
50259717,50259717,1,0,0,0.028050203
14582812,14582812,1,0,0,0.028050203
15409813,15409813,1,0,0,0.028050203
33561106,33561106,2,0,0,0.056100407
14216117,14216117,1,0,0,0.028050203
15114855,15114855,1,0,0,0.028050203
18469303,18469303,1,0,0,0.028050203
3315611,3315611,1,0,0,0.028050203
245432586,245432586,1,0,0,0.028050203
21963813,21963813,1,0,0,0.028050203
113207281,113207281,1,0,0,0.028050203
65123394,65123394,1,0,0,0.028050203
14258268,14258268,1,0,0,0.028050203
13130712,13130712,1,0,0,0.028050203
19127102,19127102,3,0,0,0.08415061
16118800,16118800,1,0,0,0.028050203
119933821,119933821,1,0,0,0.028050203
30513520,30513520,1,0,0,0.028050203
16334480,16334480,1,0,0,0.028050203
22147593,22147593,1,0,0,0.028050203
14143341,14143341,1,0,0,0.028050203
86711072,86711072,1,0,0,0.028050203
111943394,111943394,2,0,0,0.056100407
1950361,1950361,1,0,0,0.028050203
17115009,17115009,1,0,0,0.028050203
102475433,102475433,1,0,0,0.028050203
184920919,184920919,1,0,0,0.028050203
250467490,250467490,1,0,0,0.028050203
141750584,141750584,1,0,0,0.028050203
243761616,243761616,1,0,0,0.028050203
19495529,19495529,3,0,0,0.08415061
88060423,88060423,1,0,0,0.028050203
246971818,246971818,1,0,0,0.028050203
85504593,85504593,1,0,0,0.028050203
15108711,15108711,1,0,0,0.028050203
14351684,14351684,1,0,0,0.028050203
15968617,15968617,1,0,0,0.028050203
9737232,9737232,1,0,0,0.028050203
98276457,98276457,2,0,0,0.146331977
41040292,41040292,1,0,0,0.028050203
14366662,14366662,2,0,0,0.056100407
56651189,56651189,3,0,0,0.08415061
8016772,8016772,1,0,0,0.028050203
26219070,26219070,1,0,0,0.028050203
16150820,16150820,1,0,0,0.028050203
102045587,102045587,1,0,0,0.028050203
14748126,14748126,1,0,0,0.028050203
19237877,19237877,1,0,0,0.028050203
21615816,21615816,1,0,0,0.028050203
50298152,50298152,1,0,0,0.028050203
28091521,28091521,1,0,0,0.028050203
15090029,15090029,1,0,0,0.028050203
227774981,227774981,2,0,0,0.056100407
85903655,85903655,1,0,0,0.028050203
195667295,195667295,3,0,0,0.08415061
32241069,32241069,1,0,0,0.028050203
35235667,35235667,1,0,0,0.028050203
16132719,16132719,4,0,0,0.292663955
66693764,66693764,1,0,0,0.028050203
53723,53723,1,0,0,0.028050203
23414342,23414342,1,0,0,0.028050203
212053920,212053920,1,0,0,0.028050203
2681811,2681811,1,0,0,0.028050203
50782470,50782470,1,0,0,0.028050203
63830815,63830815,2,0,0,0.056100407
81258920,81258920,1,0,0,0.028050203
10104922,10104922,1,0,0,0.028050203
18569246,18569246,1,0,0,0.028050203
8535242,8535242,1,0,0,0.028050203
11252372,11252372,1,0,0,0.028050203
217178177,217178177,1,0,0,0.028050203
241785898,241785898,2,0,0,0.056100407
16680371,16680371,1,0,0,0.028050203
774675,774675,1,0,0,0.028050203
246589527,246589527,3,0,0,0.174382181
31042945,31042945,1,0,0,0.028050203
10691132,10691132,1,0,0,0.028050203
774909,774909,1,0,0,0.028050203
8650472,8650472,1,0,0,0.028050203
247056501,247056501,1,0,0,0.028050203
16440738,16440738,1,0,0,0.028050203
50094695,50094695,1,0,0,0.028050203
5911972,5911972,1,0,0,0.028050203
4511431,4511431,1,0,0,0.028050203
15606048,15606048,1,0,0,0.028050203
23140639,23140639,1,0,0,0.028050203
14252805,14252805,1,0,0,0.028050203
17759597,17759597,1,0,0,0.028050203
8232782,8232782,1,0,0,0.028050203
17177282,17177282,1,0,0,0.028050203
17420920,17420920,1,0,0,0.028050203
22198749,22198749,1,0,0,0.028050203
18516039,18516039,1,0,0,0.028050203
3246801,3246801,1,0,0,0.028050203
17164959,17164959,1,0,0,0.028050203
5397192,5397192,1,0,0,0.028050203
124878242,124878242,1,0,0,0.028050203
28117179,28117179,1,0,0,0.028050203
114115853,114115853,1,0,0,0.028050203
169925010,169925010,1,0,0,0.028050203
45425802,45425802,1,0,0,0.028050203
70176171,70176171,1,0,0,0.028050203
40146181,40146181,1,0,0,0.028050203
52034762,52034762,1,0,0,0.028050203
20798870,20798870,1,0,0,0.028050203
229392379,229392379,1,0,0,0.028050203
744073,744073,10,1,0,0
129438981,129438981,1,0,0,0.028050203
14867532,14867532,1,0,0,0.028050203
595543,595543,3,0,0,0.174382181
101486639,101486639,2,0,0,0.056100407
7172522,7172522,1,0,0,0.028050203
102383322,102383322,1,0,0,0.028050203
14270329,14270329,3,1,0,0
76963073,76963073,1,0,0,0.028050203
29135767,29135767,1,0,0,0.028050203
45796503,45796503,12,1,0,0
247298356,247298356,2,0,0,0.056100407
150906477,150906477,1,0,0,0.028050203
81759312,81759312,1,0,0,0.028050203
49109425,49109425,1,0,0,0.028050203
22943471,22943471,1,0,0,0.028050203
97881048,97881048,1,0,0,0.028050203
18307147,18307147,1,1,0,0
32405267,32405267,1,1.5,0,0
699293,699293,10,1,0,0
245813379,245813379,1,0,0,0.028050203
29074421,29074421,4,0,0,0.112200814
117553950,117553950,1,0,0,0.028050203
249772050,249772050,1,0,0,0.028050203
14368903,14368903,1,0,0,0.028050203
83348215,83348215,3,1,0,0
218444941,218444941,1,0,0,0.028050203
94989844,94989844,2,0,0,0.056100407
49478364,49478364,1,1,0,0
100597465,100597465,1,1,0,0
243948513,243948513,2,0,0,0.326795118
108265218,108265218,2,1.333333333,0,0
18774020,18774020,4,1,0,0
126312052,126312052,1,0,0,0.028050203
58524650,58524650,1,0,0,0.028050203
83465789,83465789,2,0,0,0.056100407
47383723,47383723,1,0,0,0.028050203
16936644,16936644,3,1,0,0
2134491,2134491,1,0,0,0.028050203
39486607,39486607,2,0,0,0.056100407
151637896,151637896,1,0,0,0.028050203
4733651,4733651,23,1,60,0.08415061
116434438,116434438,1,0,0,0.298744915
84092140,84092140,1,0,0,0.298744915
2326481,2326481,1,0,0,0.298744915
15253239,15253239,1,0,0,0.298744915
241314646,241314646,2,0,0,0.326795118
49698134,49698134,4,0,0,0.382895525
236891946,236891946,2,0,0,0.326795118
187044908,187044908,3,0,0,0.715771604
207066073,207066073,1,0,0,0.298744915
222471144,222471144,1,0,0,0.298744915
16845580,16845580,1,0,0,0.298744915
26847104,26847104,1,0,0,0.298744915
38189586,38189586,1,0,0,0.298744915
208666549,208666549,1,0,0,0.298744915
23842166,23842166,1,0,0,0.298744915
53867430,53867430,2,0,0,0.326795118
203533542,203533542,1,0,0,0.298744915
66629783,66629783,1,0,0,0.298744915
15938179,15938179,5,1,0,0
20669915,20669915,3,0,0,0.08415061
22422014,22422014,1,0,0,0.028050203
3369151,3369151,1,0,0,0.028050203
47401771,47401771,1,0,0,0.028050203
86497073,86497073,1,1.833333333,0,0
115953777,115953777,6,1,5,0.028050203
73142233,73142233,2,0,0,0.146331977
41790660,41790660,3,0,0,0.174382181
205952685,205952685,1,0,0,0.118281774
16877034,16877034,12,1,0,0
193512810,193512810,1,0,0,0.028050203
19740777,19740777,1,0,0,0.028050203
110897422,110897422,1,0,0,0.028050203
50373225,50373225,1,0,0,0.028050203
14354687,14354687,1,0,0,0.028050203
92895609,92895609,1,0,0,0.028050203
188106805,188106805,1,0,0,0.028050203
54730258,54730258,1,0,0,0.028050203
22040124,22040124,1,0,0,0.028050203
86976409,86976409,1,0,0,0.028050203
17189180,17189180,1,0,0,0.028050203
35741365,35741365,2,0,0,0.417026689
21742517,21742517,12,1,0,0
200666521,200666521,1,0,0,0.028050203
91852631,91852631,1,0,0,0.028050203
51084922,51084922,4,0,0,0.112200814
139758281,139758281,1,0,0,0.028050203
30430455,30430455,1,0,0,0.028050203
14259241,14259241,1,0,0,0.028050203
42582125,42582125,1,0,0,0.028050203
71263607,71263607,2,0,0,0.056100407
152994547,152994547,2,0,0,0.056100407
72384428,72384428,1,0,0,0.028050203
206591524,206591524,1,0,0,0.028050203
24541363,24541363,1,0,0,0.028050203
89956938,89956938,2,1,0,0
116202193,116202193,1,0,0,0.028050203
17682351,17682351,14,1,0,0
12415492,12415492,1,0,0,0.028050203
52532503,52532503,2,0,0,0.146331977
50645038,50645038,2,0,0,0.056100407
5739312,5739312,1,0,0,0.028050203
184966548,184966548,1,0,0,0.028050203
66142460,66142460,1,0,0,0.028050203
34232431,34232431,2,0,0,0.056100407
52434723,52434723,1,0,0,0.028050203
90459923,90459923,1,0,0,0.028050203
35469930,35469930,2,0,0,0.056100407
59219851,59219851,1,0,0,0.028050203
64688042,64688042,2,1.904761905,0,0
245178455,245178455,2,0,0,0.056100407
58961589,58961589,5,1,0,0
66680811,66680811,1,0,0,0.028050203
14662418,14662418,2,0,0,0.056100407
224483795,224483795,1,0,0,0.028050203
109854452,109854452,5,0,0,0.140251017
23055689,23055689,12,1.142857143,0,0
57585780,57585780,1,0,0,0.028050203
215844036,215844036,3,1,2,0.028050203
15452937,15452937,1,0,0,0.028050203
92836439,92836439,1,0,0,0.028050203
68767919,68767919,1,0,0,0.028050203
27617390,27617390,1,0,0,0.028050203
12023372,12023372,1,0,0,0.028050203
217146976,217146976,1,0,0,0.028050203
44603039,44603039,1,0,0,0.028050203
81147404,81147404,1,0,0,0.028050203
16827406,16827406,4,1.818181818,0,0
119182046,119182046,1,0,0,0.028050203
84252345,84252345,2,1,0,0
50560682,50560682,3,0,0,0.08415061
247208124,247208124,1,0,0,0.028050203
5724622,5724622,1,1,0,0
36570365,36570365,1,0,0,0.118281774
15852563,15852563,7,1,0,0
134438840,134438840,1,0,0,0.028050203
43905366,43905366,1,0,0,0.028050203
138821694,138821694,3,0,0,0.08415061
113101075,113101075,1,0,0,0.028050203
203268081,203268081,1,0,0,0.028050203
110986710,110986710,4,1,0,0
87734240,87734240,1,0,0,0.028050203
94297289,94297289,1,0,0,0.028050203
67436104,67436104,2,0,0,0.056100407
90182152,90182152,1,0,0,0.028050203
47759926,47759926,9,1.1,0,0
50657085,50657085,1,0,0,0.028050203
47616822,47616822,1,0,0,0.028050203
43035186,43035186,2,1,1,0.028050203
48983320,48983320,1,0,0,0.028050203
108412891,108412891,2,0,0,0.056100407
47312280,47312280,1,0,0,0.028050203
69665707,69665707,13,1.277777778,0,0
97964205,97964205,1,0,0,0.028050203
52076024,52076024,1,0,0,0.028050203
16708075,16708075,1,0,0,0.028050203
16223714,16223714,7,1,10,0.056100407
56337804,56337804,2,0,0,0.056100407
21692421,21692421,1,0,0,0.028050203
11430912,11430912,1,0,0,0.028050203
222155048,222155048,1,0,0,0.028050203
47982376,47982376,1,0,0,0.028050203
238294964,238294964,1,0,0,0.028050203
125570941,125570941,13,1,0,0
138245933,138245933,1,0,0,0.028050203
203597381,203597381,1,0,0,0.028050203
138081073,138081073,1,0,0,0.028050203
56094416,56094416,1,0,0,0.028050203
178114140,178114140,1,0,0,0.028050203
29315398,29315398,2,0,0,0.056100407
244045531,244045531,3,0,0,0.08415061
17833458,17833458,2,0,0,0.056100407
70145776,70145776,1,0,0,0.028050203
118961018,118961018,1,0,0,0.028050203
63193107,63193107,1,0,0,0.028050203
151913260,151913260,1,0,0,0.028050203
135955486,135955486,1,0,0,0.028050203
27939337,27939337,3,1,0,0
36414339,36414339,2,0,0,0.056100407
74790777,74790777,1,0,0,0.028050203
17755877,17755877,1,0,0,0.028050203
80911516,80911516,1,0,0,0.118281774
243844542,243844542,2,0,0,0.146331977
18038038,18038038,5,1,0,0
14235198,14235198,1,0,0,0.028050203
37832874,37832874,1,0,0,0.028050203
30900551,30900551,1,0,0,0.028050203
94891223,94891223,2,1,0,0
15700283,15700283,1,0,0,0.028050203
232945159,232945159,1,0,0,0.118281774
147506780,147506780,1,0,0,0.118281774
67088395,67088395,1,1,0,0
248868822,248868822,1,0,0,0.118281774
197549441,197549441,1,0,0,0.118281774
76405315,76405315,4,1,0,0
56105099,56105099,1,0,0,0.028050203
185109209,185109209,1,0,0,0.028050203
49508538,49508538,2,0,0,0.056100407
85645965,85645965,2,1.333333333,0,0
21265289,21265289,2,1,1,0.028050203
193699640,193699640,2,0,0,0.146331977
14940354,14940354,2,1,0,0
107308197,107308197,1,0,0,0.028050203
97971298,97971298,10,1,0,0
198863670,198863670,1,0,0,0.028050203
18913839,18913839,1,0,0,0.028050203
232498203,232498203,2,0,0,0.056100407
89751027,89751027,1,0,0,0.028050203
218535909,218535909,1,0,0,0.028050203
87917916,87917916,1,0,0,0.028050203
130535415,130535415,1,0,0,0.028050203
101276067,101276067,1,1,0,0
239220959,239220959,3,0,0,0.08415061
39449688,39449688,1,1,0,0
243601314,243601314,2,0,0,0.056100407
32377320,32377320,2,1,0,0
109396816,109396816,2,0,0,0.056100407
23371841,23371841,1,0,0,0.028050203
18594226,18594226,8,1.272727273,0,0
34002725,34002725,1,0,0,0.028050203
137018540,137018540,1,0,0,0.028050203
250637045,250637045,1,0,0,0.028050203
19235140,19235140,1,0,0,0.028050203
37661452,37661452,12,1,0,0
246360644,246360644,1,0,0,0.028050203
16517324,16517324,2,0,0,0.056100407
232524164,232524164,1,0,0,0.028050203
30186404,30186404,5,0,0,0.140251017
87160574,87160574,1,0,0,0.028050203
86891451,86891451,1,0,0,0.028050203
75005476,75005476,1,0,0,0.028050203
222579087,222579087,1,0,0,0.028050203
166935641,166935641,1,0,0,0.028050203
48356887,48356887,2,0,0,0.056100407
43849270,43849270,1,0,0,0.028050203
22696166,22696166,2,0,0,0.056100407
14752085,14752085,2,1,0,0
16207416,16207416,1,0,0,0.028050203
34486207,34486207,5,1,0,0
14959952,14959952,1,0,0,0.028050203
79715569,79715569,1,0,0,0.028050203
117050427,117050427,1,0,0,0.028050203
17420789,17420789,2,1,0,0
18803635,18803635,1,0,0,0.028050203
18681826,18681826,2,0,0,0.056100407
8136412,8136412,4,1.2,0,0
232844365,232844365,1,0,0,0.028050203
83869098,83869098,1,0,0,0.388976485
14691461,14691461,2,1,0,0
224533772,224533772,1,0,0,0.028050203
47354526,47354526,6,1,0,0
85777944,85777944,1,0,0,0.028050203
60838336,60838336,1,0,0,0.028050203
133510668,133510668,2,0,0,0.056100407
162152060,162152060,4,1,0,0
5847662,5847662,1,0,0,0.028050203
26060710,26060710,1,0,0,0.028050203
48563102,48563102,1,0,0,0.028050203
23590478,23590478,3,1,0,0
8072532,8072532,1,0,0,0.028050203
14660332,14660332,1,0,0,0.028050203
44219339,44219339,4,1,0,0
17156208,17156208,1,0,0,0.028050203
16741059,16741059,2,0,0,0.056100407
88821707,88821707,1,0,0,0.028050203
31765370,31765370,4,1,0,0
18319960,18319960,1,0,0,0.028050203
48893763,48893763,2,1,0,0
53789042,53789042,1,0,0,0.028050203
133790890,133790890,1,1,0,0
18014005,18014005,8,1.272727273,0,0
15982861,15982861,1,0,0,0.028050203
48136196,48136196,1,0,0,0.028050203
162769774,162769774,1,0,0,0.028050203
94743993,94743993,1,0,0,0.028050203
102278432,102278432,9,1,0,0
35985450,35985450,1,0,0,0.028050203
23435398,23435398,1,0,0,0.028050203
202670471,202670471,1,0,0,0.028050203
22099952,22099952,1,0,0,0.028050203
46615988,46615988,1,0,0,0.028050203
16950250,16950250,1,0,0,0.028050203
115492377,115492377,1,0,0,0.028050203
241732147,241732147,1,0,0,0.028050203
811959,811959,6,1,0,0
13176702,13176702,1,0,0,0.028050203
19521481,19521481,1,0,0,0.028050203
48048423,48048423,1,0,0,0.028050203
19143071,19143071,1,0,0,0.028050203
145305317,145305317,1,0,0,0.028050203
14584496,14584496,23,1.153846154,0,0
89490404,89490404,1,0,0,0.028050203
118259244,118259244,1,0,0,0.028050203
45001171,45001171,1,0,0,0.028050203
15152310,15152310,2,1,1,0.028050203
116512743,116512743,1,0,0,0.028050203
27485948,27485948,1,0,0,0.028050203
46400723,46400723,1,0,0,0.028050203
163377733,163377733,1,0,0,0.028050203
51519582,51519582,1,0,0,0.028050203
130240088,130240088,1,0,0,0.028050203
2326671,2326671,2,0,0,0.056100407
35773039,35773039,11,1,0,0
217278511,217278511,1,0,0,0.028050203
105256738,105256738,1,0,0,0.028050203
229990320,229990320,1,0,0,0.028050203
18106237,18106237,1,0,0,0.028050203
18814243,18814243,1,0,0,0.028050203
11492192,11492192,1,0,0,0.028050203
9964382,9964382,1,0,0,0.028050203
75070810,75070810,1,0,0,0.028050203
83235662,83235662,1,0,0,0.028050203
241844573,241844573,10,0,0,0.785078084
112246902,112246902,4,1,0,0
204228393,204228393,1,0,0,0.028050203
194909446,194909446,2,0,0,0.056100407
106070447,106070447,1,0,0,0.028050203
193246789,193246789,1,0,0,0.028050203
14115698,14115698,1,1,0,0
8570392,8570392,2,1,1,0.028050203
125695974,125695974,1,0,0,0.118281774
43572144,43572144,1,1,0,0
38136715,38136715,2,0,0,0.056100407
14196970,14196970,16,1,0,0
22824237,22824237,1,0,0,0.028050203
14568705,14568705,1,0,0,0.028050203
41999100,41999100,1,0,0,0.028050203
45040367,45040367,1,0,0,0.028050203
13512962,13512962,1,0,0,0.028050203
100819164,100819164,1,0,0,0.028050203
243705799,243705799,1,0,0,0.028050203
151254103,151254103,1,0,0,0.028050203
9313452,9313452,1,0,0,0.028050203
6486742,6486742,1,0,0,0.028050203
35499935,35499935,1,0,0,0.028050203
14773649,14773649,1,0,0,0.028050203
17699317,17699317,1,0,0,0.028050203
9446942,9446942,1,0,0,0.028050203
107894823,107894823,1,0,0,0.028050203
68110724,68110724,1,1,0,0
201405278,201405278,2,0,0,0.056100407
4148811,4148811,6,1,0,0
64461236,64461236,1,0,0,0.028050203
18218428,18218428,1,0,0,0.028050203
71992998,71992998,1,0,0,0.028050203
102711140,102711140,1,0,0,0.028050203
15297461,15297461,1,0,0,0.028050203
9774152,9774152,2,0,0,0.056100407
9737202,9737202,8,1,0,0
192851531,192851531,1,0,0,0.028050203
120174828,120174828,2,0,0,0.056100407
30367441,30367441,1,0,0,0.028050203
50324347,50324347,1,0,0,0.028050203
97151936,97151936,1,0,0,0.028050203
21842118,21842118,1,0,0,0.028050203
85431252,85431252,1,0,0,0.028050203
16226484,16226484,1,0,0,0.028050203
10230,10230,1,0,0,0.208513344
198381553,198381553,1,0,0,0.208513344
23413774,23413774,1,0,0,0.208513344
19780870,19780870,1,0,0,0.208513344
118718294,118718294,5,1,0,0
42245932,42245932,1,0,0,0.028050203
20476531,20476531,1,0,0,0.028050203
115773894,115773894,1,0,0,0.028050203
9692022,9692022,11,1,0,0
25916730,25916730,1,0,0,0.028050203
55484650,55484650,1,0,0,0.028050203
243148296,243148296,1,0,0,0.028050203
188079904,188079904,1,0,0,0.028050203
14185190,14185190,1,0,0,0.028050203
245377223,245377223,1,0,0,0.028050203
16098834,16098834,4,1,0,0
92524415,92524415,1,0,0,0.028050203
13209572,13209572,1,0,0,0.028050203
1327601,1327601,1,1,0,0
94014066,94014066,1,0,0,0.261931542
50105786,50105786,1,0,0,0.261931542
246713790,246713790,1,1,0,0
40830760,40830760,1,1,0,0
42171470,42171470,6,1,9,0.08415061
17138542,17138542,1,0,0,0.298744915
7713292,7713292,1,0,0,0.298744915
19352387,19352387,1,1,0,0
227971153,227971153,3,1,0,0
202375818,202375818,7,0,0,0.286582994
15313229,15313229,1,1,0,0
14115605,14115605,2,0,0,0.056100407
182745161,182745161,2,1,0,0
237511165,237511165,2,0,0,0.056100407
173003460,173003460,1,1,0,0
151593453,151593453,2,0,0,0.056100407
12011422,12011422,6,1,0,0
14236013,14236013,1,0,0,0.028050203
206021482,206021482,1,0,0,0.028050203
31030273,31030273,1,0,0,0.028050203
107183473,107183473,1,0,0,0.028050203
16012542,16012542,1,0,0,0.028050203
3020581,3020581,1,1,0,0
170374513,170374513,1,1,0,0
207522610,207522610,13,1,0,0
225669958,225669958,1,0,0,0.028050203
202872841,202872841,1,0,0,0.028050203
57706377,57706377,1,0,0,0.028050203
8015692,8015692,2,0,0,0.056100407
246161719,246161719,1,0,0,0.028050203
101885868,101885868,1,0,0,0.028050203
79288892,79288892,1,0,0,0.028050203
88437641,88437641,1,0,0,0.028050203
25061479,25061479,2,1,0,0
19770743,19770743,1,0,0,0.028050203
37895293,37895293,2,1,0,0
40643891,40643891,1,0,0,0.028050203
10081472,10081472,3,1,0,0
56434182,56434182,1,0,0,0.028050203
129585636,129585636,1,0,0,0.028050203
12456912,12456912,19,1,0,0
6691632,6691632,1,0,0,0.028050203
120797048,120797048,1,0,0,0.028050203
167326109,167326109,1,0,0,0.028050203
12844252,12844252,1,0,0,0.028050203
17274307,17274307,2,0,0,0.056100407
27271017,27271017,1,0,0,0.028050203
23432598,23432598,1,0,0,0.028050203
151041797,151041797,1,0,0,0.028050203
157268028,157268028,1,0,0,0.028050203
21897186,21897186,1,0,0,0.028050203
89184615,89184615,1,0,0,0.028050203
192608400,192608400,1,0,0,0.028050203
132978050,132978050,1,0,0,0.028050203
57320354,57320354,1,0,0,0.028050203
24863604,24863604,1,0,0,0.028050203
43136624,43136624,1,0,0,0.028050203
36195633,36195633,1,0,0,0.028050203
64819521,64819521,1,0,0,0.028050203
217014524,217014524,1,0,0,0.028050203
16848786,16848786,2,1,0,0
91277059,91277059,3,1,0,0
18901336,18901336,1,0,0,0.028050203
26713729,26713729,1,0,0,0.028050203
34907745,34907745,1,1,0,0
48030964,48030964,3,1,0,0
17170977,17170977,2,0,0,0.056100407
250645351,250645351,1,0,0,0.028050203
100624896,100624896,2,1,0,0
16570878,16570878,1,0,0,0.028050203
62257268,62257268,4,1.2,0,0
84669536,84669536,3,1,2,0.056100407
18237303,18237303,2,0,0,0.056100407
98083584,98083584,2,0,0,0.056100407
5740092,5740092,5,1,0,0
82867334,82867334,1,0,0,0.028050203
119035770,119035770,1,0,0,0.028050203
29283596,29283596,1,0,0,0.028050203
7280572,7280572,7,1,0,0
677753,677753,1,0,0,0.028050203
788630,788630,1,0,0,0.028050203
188861333,188861333,1,0,0,0.028050203
59844694,59844694,1,0,0,0.028050203
55699327,55699327,1,0,0,0.028050203
76835757,76835757,1,0,0,0.028050203
225153590,225153590,1,0,0,0.118281774
115200235,115200235,1,0,0,0.118281774
65302564,65302564,3,1,0,0
14817081,14817081,1,0,0,0.028050203
245346761,245346761,2,0,0,0.056100407
30261689,30261689,1,0,0,0.028050203
22687871,22687871,1,1,0,0
15195837,15195837,3,1,0,0
41326059,41326059,1,0,0,0.028050203
167558004,167558004,1,0,0,0.028050203
62288080,62288080,2,0,0,0.236563548
238956608,238956608,2,1,1,0.028050203
244154581,244154581,1,0,0,0.118281774
14423451,14423451,2,1,0,0
89312147,89312147,1,0,0,0.028050203
45129523,45129523,6,1,0,0
16844168,16844168,1,0,0,0.028050203
42396471,42396471,1,0,0,0.028050203
39960614,39960614,1,0,0,0.028050203
110220042,110220042,6,1.142857143,0,0
144617059,144617059,2,0,0,0.056100407
20263645,20263645,1,0,0,0.028050203
116781124,116781124,1,0,0,0.028050203
18496288,18496288,1,0,0,0.118281774
207079819,207079819,2,1.333333333,0,0
212299716,212299716,2,1,1,0.028050203
117901663,117901663,1,0,0,0.028050203
149629539,149629539,1,0,0,0.118281774
18799040,18799040,1,1,0,0
157636779,157636779,1,1,0,0
63193629,63193629,3,1,0,0
155179851,155179851,1,0,0,0.028050203
59171460,59171460,2,0,0,0.056100407
131772575,131772575,2,1,0,0
21191790,21191790,1,0,0,0.028050203
18602244,18602244,1,1,0,0
23457312,23457312,2,1,0,0
17593806,17593806,2,0,0,0.056100407
31360238,31360238,9,1.689655172,0,0
52364275,52364275,1,0,0,0.028050203
157374454,157374454,1,0,0,0.028050203
29545411,29545411,1,0,0,0.028050203
39694417,39694417,1,0,0,0.028050203
200106913,200106913,1,0,0,0.028050203
190079672,190079672,1,0,0,0.028050203
97863129,97863129,2,1,3,0.208513344
44638576,44638576,6,1,0,0
226998514,226998514,2,0,0,0.056100407
66143350,66143350,1,0,0,0.028050203
157963475,157963475,1,0,0,0.028050203
20923590,20923590,1,0,0,0.028050203
48510756,48510756,1,0,0,0.028050203
40320930,40320930,1,0,0,0.028050203
32352423,32352423,7,1,0,0
94286742,94286742,1,0,0,0.028050203
76515309,76515309,2,0,0,0.056100407
22033326,22033326,1,0,0,0.028050203
74541727,74541727,1,0,0,0.028050203
88881729,88881729,1,0,0,0.028050203
42717128,42717128,4,1,0,0
