Id,Label,度,Closeness Centrality,Betweenness Centrality,PageRank,Eigenvector Centrality
24528,24528,1,6.765660207,0,1.30E-04,0.004118623
1503,1503,1,7.056331681,0,1.31E-04,0.005659407
25441,25441,1,7.056331681,0,1.31E-04,0.005659407
25469,25469,1,7.056331681,0,1.31E-04,0.005659407
38146,38146,1,7.056331681,0,1.31E-04,0.005659407
77125,77125,1,7.056331681,0,1.31E-04,0.005659407
77127,77127,1,7.056331681,0,1.31E-04,0.005659407
77137,77137,1,7.056331681,0,1.31E-04,0.005659407
77152,77152,1,7.056331681,0,1.31E-04,0.005659407
77156,77156,1,7.056331681,0,1.31E-04,0.005659407
77160,77160,1,7.056331681,0,1.31E-04,0.005659407
77161,77161,1,7.056331681,0,1.31E-04,0.005659407
77169,77169,1,7.056331681,0,1.31E-04,0.005659407
77176,77176,1,7.056331681,0,1.31E-04,0.005659407
77201,77201,1,7.056331681,0,1.31E-04,0.005659407
77221,77221,1,7.056331681,0,1.31E-04,0.005659407
77226,77226,1,7.056331681,0,1.31E-04,0.005659407
77232,77232,1,7.056331681,0,1.31E-04,0.005659407
77233,77233,1,7.056331681,0,1.31E-04,0.005659407
77246,77246,1,7.056331681,0,1.31E-04,0.005659407
77258,77258,1,7.056331681,0,1.31E-04,0.005659407
77262,77262,1,7.056331681,0,1.31E-04,0.005659407
77268,77268,1,7.056331681,0,1.31E-04,0.005659407
77273,77273,1,7.056331681,0,1.31E-04,0.005659407
77299,77299,1,7.056331681,0,1.31E-04,0.005659407
77300,77300,1,7.056331681,0,1.31E-04,0.005659407
77325,77325,1,7.056331681,0,1.31E-04,0.005659407
77355,77355,1,7.056331681,0,1.31E-04,0.005659407
77356,77356,1,7.056331681,0,1.31E-04,0.005659407
77397,77397,1,7.056331681,0,1.31E-04,0.005659407
77784,77784,1,7.056331681,0,1.31E-04,0.005659407
78089,78089,1,7.056331681,0,1.31E-04,0.005659407
78110,78110,1,7.056331681,0,1.31E-04,0.005659407
195466,195466,1,7.056331681,0,1.31E-04,0.005659407
99850,99850,1,7.085173502,0,1.40E-04,0.001340152
498,498,1,5.360973411,0,1.20E-04,0.019065775
1246,1246,3,4.855790897,73994.31217,2.87E-04,0.074906351
1359,1359,1,5.360973411,0,1.20E-04,0.019065775
1660,1660,1,5.360973411,0,1.20E-04,0.019065775
1719,1719,1,5.360973411,0,1.20E-04,0.019065775
2073,2073,3,5.009013069,14192.40194,2.84E-04,0.047892766
3390,3390,1,5.360973411,0,1.20E-04,0.019065775
3587,3587,1,5.360973411,0,1.20E-04,0.019065775
4576,4576,1,5.360973411,0,1.20E-04,0.019065775
5181,5181,1,5.360973411,0,1.20E-04,0.019065775
6126,6126,1,5.360973411,0,1.20E-04,0.019065775
7383,7383,1,5.360973411,0,1.20E-04,0.019065775
8101,8101,1,5.360973411,0,1.20E-04,0.019065775
9279,9279,1,5.360973411,0,1.20E-04,0.019065775
10388,10388,1,5.360973411,0,1.20E-04,0.019065775
12484,12484,1,5.360973411,0,1.20E-04,0.019065775
12501,12501,1,5.360973411,0,1.20E-04,0.019065775
12700,12700,1,5.360973411,0,1.20E-04,0.019065775
18301,18301,1,5.360973411,0,1.20E-04,0.019065775
19713,19713,2,5.255520505,4898.933924,2.06E-04,0.031271082
24829,24829,70,4.579990987,378373.726,0.006439278,0.203604042
25078,25078,1,5.360973411,0,1.20E-04,0.019065775
27224,27224,1,5.360973411,0,1.20E-04,0.019065775
29881,29881,1,5.360973411,0,1.20E-04,0.019065775
30017,30017,1,5.360973411,0,1.20E-04,0.019065775
30772,30772,1,5.360973411,0,1.20E-04,0.019065775
40657,40657,1,5.360973411,0,1.20E-04,0.019065775
42646,42646,1,5.360973411,0,1.20E-04,0.019065775
47185,47185,1,5.360973411,0,1.20E-04,0.019065775
48618,48618,1,5.360973411,0,1.20E-04,0.019065775
69501,69501,1,5.360973411,0,1.20E-04,0.019065775
69845,69845,1,5.360973411,0,1.20E-04,0.019065775
69869,69869,1,5.360973411,0,1.20E-04,0.019065775
70302,70302,1,5.360973411,0,1.20E-04,0.019065775
70605,70605,1,5.360973411,0,1.20E-04,0.019065775
70645,70645,1,5.360973411,0,1.20E-04,0.019065775
72015,72015,1,5.360973411,0,1.20E-04,0.019065775
74903,74903,1,5.360973411,0,1.20E-04,0.019065775
74904,74904,1,5.360973411,0,1.20E-04,0.019065775
74905,74905,1,5.360973411,0,1.20E-04,0.019065775
74906,74906,1,5.360973411,0,1.20E-04,0.019065775
74909,74909,1,5.360973411,0,1.20E-04,0.019065775
74913,74913,1,5.360973411,0,1.20E-04,0.019065775
74914,74914,1,5.360973411,0,1.20E-04,0.019065775
74933,74933,1,5.360973411,0,1.20E-04,0.019065775
74957,74957,1,5.360973411,0,1.20E-04,0.019065775
74984,74984,2,5.285263632,0,2.04E-04,0.025216311
74998,74998,1,5.360973411,0,1.20E-04,0.019065775
75012,75012,1,5.360973411,0,1.20E-04,0.019065775
75051,75051,1,5.360973411,0,1.20E-04,0.019065775
75403,75403,1,5.360973411,0,1.20E-04,0.019065775
75983,75983,1,5.360973411,0,1.20E-04,0.019065775
76221,76221,1,5.360973411,0,1.20E-04,0.019065775
76456,76456,1,5.360973411,0,1.20E-04,0.019065775
76823,76823,1,5.360973411,0,1.20E-04,0.019065775
76997,76997,1,5.360973411,0,1.20E-04,0.019065775
77438,77438,1,5.360973411,0,1.20E-04,0.019065775
77841,77841,1,5.360973411,0,1.20E-04,0.019065775
78029,78029,1,5.360973411,0,1.20E-04,0.019065775
78112,78112,1,5.360973411,0,1.20E-04,0.019065775
197830,197830,1,5.360973411,0,1.20E-04,0.019065775
24529,24529,9,6.366381253,33975.54186,9.35E-04,0.011115448
1148,1148,1,7.365930599,0,1.24E-04,0.001943342
19716,19716,2,5.733663813,27679.30218,2.10E-04,0.014148649
24530,24530,1,7.365930599,0,1.24E-04,0.001943342
24531,24531,2,6.106804867,10081.5779,2.14E-04,0.020474159
24532,24532,6,6.885083371,11472.54153,6.47E-04,0.009266487
24533,24533,6,7.361424065,11080,6.98E-04,0.005990342
24534,24534,1,7.365930599,0,1.24E-04,0.001943342
24553,24553,1,7.365930599,0,1.24E-04,0.001943342
24560,24560,1,7.365930599,0,1.24E-04,0.001943342
24535,24535,1,7.884632717,0,1.28E-04,0.001637876
24536,24536,12,6.228030644,25530.20733,0.001249225,0.040035374
24541,24541,1,7.884632717,0,1.28E-04,0.001637876
24549,24549,1,7.884632717,0,1.28E-04,0.001637876
24555,24555,1,7.884632717,0,1.28E-04,0.001637876
24546,24546,1,8.360973411,0,1.35E-04,0.001439608
24554,24554,1,8.360973411,0,1.35E-04,0.001439608
24562,24562,1,8.360973411,0,1.35E-04,0.001439608
24567,24567,1,8.360973411,0,1.35E-04,0.001439608
24568,24568,1,8.360973411,0,1.35E-04,0.001439608
24537,24537,1,7.227579991,0,1.25E-04,0.004049352
24538,24538,36,6.278053177,72673,0.003901987,0.063924104
24539,24539,1,7.227579991,0,1.25E-04,0.004049352
24544,24544,1,7.227579991,0,1.25E-04,0.004049352
24547,24547,1,7.227579991,0,1.25E-04,0.004049352
24550,24550,1,7.227579991,0,1.25E-04,0.004049352
24552,24552,1,7.227579991,0,1.25E-04,0.004049352
24557,24557,25,6.2875169,50761,0.00274008,0.046949233
24559,24559,1,7.227579991,0,1.25E-04,0.004049352
24561,24561,1,7.227579991,0,1.25E-04,0.004049352
24540,24540,1,7.277602524,0,1.28E-04,0.006959432
24542,24542,97,5.31500676,441316.7065,0.010205509,0.204026586
24543,24543,1,7.277602524,0,1.28E-04,0.006959432
24545,24545,1,7.277602524,0,1.28E-04,0.006959432
24548,24548,1,7.277602524,0,1.28E-04,0.006959432
24556,24556,2,6.299233889,0,2.18E-04,0.025490249
24558,24558,1,7.277602524,0,1.28E-04,0.006959432
24563,24563,1,7.277602524,0,1.28E-04,0.006959432
24564,24564,1,7.277602524,0,1.28E-04,0.006959432
72819,72819,1,7.277602524,0,1.28E-04,0.006959432
92615,92615,1,7.277602524,0,1.28E-04,0.006959432
121734,121734,1,7.277602524,0,1.28E-04,0.006959432
121832,121832,1,7.277602524,0,1.28E-04,0.006959432
121839,121839,1,7.277602524,0,1.28E-04,0.006959432
121913,121913,1,7.277602524,0,1.28E-04,0.006959432
122218,122218,1,7.277602524,0,1.28E-04,0.006959432
122316,122316,1,7.277602524,0,1.28E-04,0.006959432
122560,122560,1,7.277602524,0,1.28E-04,0.006959432
122857,122857,1,7.277602524,0,1.28E-04,0.006959432
123481,123481,1,7.277602524,0,1.28E-04,0.006959432
123551,123551,1,7.277602524,0,1.28E-04,0.006959432
123643,123643,1,7.277602524,0,1.28E-04,0.006959432
123815,123815,1,7.277602524,0,1.28E-04,0.006959432
123851,123851,1,7.277602524,0,1.28E-04,0.006959432
123970,123970,1,7.277602524,0,1.28E-04,0.006959432
125933,125933,1,7.277602524,0,1.28E-04,0.006959432
126402,126402,1,7.277602524,0,1.28E-04,0.006959432
127485,127485,1,7.277602524,0,1.28E-04,0.006959432
127680,127680,1,7.277602524,0,1.28E-04,0.006959432
130679,130679,1,7.277602524,0,1.28E-04,0.006959432
133275,133275,1,7.277602524,0,1.28E-04,0.006959432
136758,136758,1,7.277602524,0,1.28E-04,0.006959432
159581,159581,1,7.277602524,0,1.28E-04,0.006959432
182895,182895,1,7.277602524,0,1.28E-04,0.006959432
188078,188078,1,7.277602524,0,1.28E-04,0.006959432
1260,1260,1,6.314556106,0,1.25E-04,0.018530817
1440,1440,1,6.314556106,0,1.25E-04,0.018530817
1771,1771,1,6.314556106,0,1.25E-04,0.018530817
1796,1796,1,6.314556106,0,1.25E-04,0.018530817
2212,2212,1,6.314556106,0,1.25E-04,0.018530817
10928,10928,1,6.314556106,0,1.25E-04,0.018530817
21799,21799,1,6.314556106,0,1.25E-04,0.018530817
21804,21804,1,6.314556106,0,1.25E-04,0.018530817
21806,21806,1,6.314556106,0,1.25E-04,0.018530817
24852,24852,3,4.926092835,140655.302,2.80E-04,0.057556528
25755,25755,2,5.424515548,101518.4694,2.09E-04,0.024681353
26461,26461,1,6.314556106,0,1.25E-04,0.018530817
26464,26464,1,6.314556106,0,1.25E-04,0.018530817
26489,26489,1,6.314556106,0,1.25E-04,0.018530817
26571,26571,1,6.314556106,0,1.25E-04,0.018530817
26640,26640,1,6.314556106,0,1.25E-04,0.018530817
26840,26840,1,6.314556106,0,1.25E-04,0.018530817
27226,27226,1,6.314556106,0,1.25E-04,0.018530817
27236,27236,1,6.314556106,0,1.25E-04,0.018530817
27312,27312,1,6.314556106,0,1.25E-04,0.018530817
27359,27359,1,6.314556106,0,1.25E-04,0.018530817
30154,30154,1,6.314556106,0,1.25E-04,0.018530817
35577,35577,1,6.314556106,0,1.25E-04,0.018530817
49030,49030,1,6.314556106,0,1.25E-04,0.018530817
51884,51884,1,6.314556106,0,1.25E-04,0.018530817
51927,51927,1,6.314556106,0,1.25E-04,0.018530817
76016,76016,1,6.314556106,0,1.25E-04,0.018530817
77868,77868,1,6.314556106,0,1.25E-04,0.018530817
87349,87349,1,6.314556106,0,1.25E-04,0.018530817
89926,89926,1,6.314556106,0,1.25E-04,0.018530817
90709,90709,1,6.314556106,0,1.25E-04,0.018530817
96492,96492,1,6.314556106,0,1.25E-04,0.018530817
97001,97001,3,5.28886886,125172.8226,2.80E-04,0.05155125
101785,101785,1,6.314556106,0,1.25E-04,0.018530817
111654,111654,1,6.314556106,0,1.25E-04,0.018530817
111656,111656,1,6.314556106,0,1.25E-04,0.018530817
111844,111844,1,6.314556106,0,1.25E-04,0.018530817
112011,112011,1,6.314556106,0,1.25E-04,0.018530817
112396,112396,1,6.314556106,0,1.25E-04,0.018530817
112437,112437,1,6.314556106,0,1.25E-04,0.018530817
112728,112728,1,6.314556106,0,1.25E-04,0.018530817
113277,113277,1,6.314556106,0,1.25E-04,0.018530817
113349,113349,1,6.314556106,0,1.25E-04,0.018530817
113801,113801,1,6.314556106,0,1.25E-04,0.018530817
113921,113921,1,6.314556106,0,1.25E-04,0.018530817
113971,113971,1,6.314556106,0,1.25E-04,0.018530817
114366,114366,1,6.314556106,0,1.25E-04,0.018530817
115007,115007,1,6.314556106,0,1.25E-04,0.018530817
115617,115617,1,6.314556106,0,1.25E-04,0.018530817
116271,116271,1,6.314556106,0,1.25E-04,0.018530817
117036,117036,1,6.314556106,0,1.25E-04,0.018530817
117706,117706,1,6.314556106,0,1.25E-04,0.018530817
117772,117772,1,6.314556106,0,1.25E-04,0.018530817
118260,118260,1,6.314556106,0,1.25E-04,0.018530817
118299,118299,1,6.314556106,0,1.25E-04,0.018530817
118921,118921,1,6.314556106,0,1.25E-04,0.018530817
118924,118924,1,6.314556106,0,1.25E-04,0.018530817
119215,119215,1,6.314556106,0,1.25E-04,0.018530817
119326,119326,1,6.314556106,0,1.25E-04,0.018530817
119508,119508,1,6.314556106,0,1.25E-04,0.018530817
119634,119634,1,6.314556106,0,1.25E-04,0.018530817
119994,119994,1,6.314556106,0,1.25E-04,0.018530817
120212,120212,1,6.314556106,0,1.25E-04,0.018530817
120243,120243,1,6.314556106,0,1.25E-04,0.018530817
120423,120423,1,6.314556106,0,1.25E-04,0.018530817
120656,120656,1,6.314556106,0,1.25E-04,0.018530817
121050,121050,1,6.314556106,0,1.25E-04,0.018530817
121200,121200,1,6.314556106,0,1.25E-04,0.018530817
121354,121354,1,6.314556106,0,1.25E-04,0.018530817
121903,121903,1,6.314556106,0,1.25E-04,0.018530817
122368,122368,1,6.314556106,0,1.25E-04,0.018530817
122432,122432,1,6.314556106,0,1.25E-04,0.018530817
122509,122509,1,6.314556106,0,1.25E-04,0.018530817
122949,122949,1,6.314556106,0,1.25E-04,0.018530817
123080,123080,1,6.314556106,0,1.25E-04,0.018530817
124122,124122,1,6.314556106,0,1.25E-04,0.018530817
126365,126365,1,6.314556106,0,1.25E-04,0.018530817
130136,130136,1,6.314556106,0,1.25E-04,0.018530817
130285,130285,1,6.314556106,0,1.25E-04,0.018530817
133121,133121,1,6.314556106,0,1.25E-04,0.018530817
136048,136048,1,6.314556106,0,1.25E-04,0.018530817
138966,138966,1,6.314556106,0,1.25E-04,0.018530817
140965,140965,1,6.314556106,0,1.25E-04,0.018530817
151003,151003,1,6.314556106,0,1.25E-04,0.018530817
154973,154973,1,6.314556106,0,1.25E-04,0.018530817
156373,156373,1,6.314556106,0,1.25E-04,0.018530817
178034,178034,1,6.314556106,0,1.25E-04,0.018530817
178552,178552,1,6.314556106,0,1.25E-04,0.018530817
180704,180704,1,6.314556106,0,1.25E-04,0.018530817
193311,193311,1,6.314556106,0,1.25E-04,0.018530817
107362,107362,1,7.287066246,0,1.29E-04,0.005247026
120149,120149,1,7.287066246,0,1.29E-04,0.005247026
120399,120399,1,7.287066246,0,1.29E-04,0.005247026
120408,120408,1,7.287066246,0,1.29E-04,0.005247026
120436,120436,1,7.287066246,0,1.29E-04,0.005247026
120686,120686,1,7.287066246,0,1.29E-04,0.005247026
120947,120947,1,7.287066246,0,1.29E-04,0.005247026
121154,121154,1,7.287066246,0,1.29E-04,0.005247026
121413,121413,1,7.287066246,0,1.29E-04,0.005247026
121507,121507,1,7.287066246,0,1.29E-04,0.005247026
121916,121916,1,7.287066246,0,1.29E-04,0.005247026
122536,122536,1,7.287066246,0,1.29E-04,0.005247026
122691,122691,1,7.287066246,0,1.29E-04,0.005247026
122924,122924,1,7.287066246,0,1.29E-04,0.005247026
124530,124530,1,7.287066246,0,1.29E-04,0.005247026
127234,127234,1,7.287066246,0,1.29E-04,0.005247026
134993,134993,1,7.287066246,0,1.29E-04,0.005247026
136436,136436,1,7.287066246,0,1.29E-04,0.005247026
139523,139523,1,7.287066246,0,1.29E-04,0.005247026
142979,142979,1,7.287066246,0,1.29E-04,0.005247026
162934,162934,1,7.287066246,0,1.29E-04,0.005247026
166179,166179,1,7.287066246,0,1.29E-04,0.005247026
192640,192640,1,7.287066246,0,1.29E-04,0.005247026
24570,24570,7,6.514646237,6652.5,6.85E-04,0.022311689
1059,1059,2,6.516899504,0,2.04E-04,0.0166402
1919,1919,2,6.516899504,0,2.04E-04,0.0166402
4854,4854,2,6.516899504,0,2.04E-04,0.0166402
4983,4983,1,7.514195584,0,1.19E-04,0.002533542
21089,21089,1,7.514195584,0,1.19E-04,0.002533542
21268,21268,1,7.514195584,0,1.19E-04,0.002533542
24571,24571,77,5.519152772,513301.8814,0.007684004,0.145357353
2341,2341,1,6.518702118,0,1.21E-04,0.014106657
3046,3046,1,6.518702118,0,1.21E-04,0.014106657
3285,3285,1,6.518702118,0,1.21E-04,0.014106657
5752,5752,1,6.518702118,0,1.21E-04,0.014106657
5883,5883,1,6.518702118,0,1.21E-04,0.014106657
7044,7044,1,6.518702118,0,1.21E-04,0.014106657
7965,7965,1,6.518702118,0,1.21E-04,0.014106657
13402,13402,1,6.518702118,0,1.21E-04,0.014106657
18952,18952,1,6.518702118,0,1.21E-04,0.014106657
18953,18953,1,6.518702118,0,1.21E-04,0.014106657
21079,21079,1,6.518702118,0,1.21E-04,0.014106657
21085,21085,1,6.518702118,0,1.21E-04,0.014106657
21090,21090,1,6.518702118,0,1.21E-04,0.014106657
24572,24572,4,6.516448851,4435,4.26E-04,0.017607642
24573,24573,1,6.518702118,0,1.21E-04,0.014106657
24574,24574,1,6.518702118,0,1.21E-04,0.014106657
24575,24575,3,6.516899504,4435,3.51E-04,0.015747294
24576,24576,1,6.518702118,0,1.21E-04,0.014106657
24578,24578,1,6.518702118,0,1.21E-04,0.014106657
24579,24579,1,6.518702118,0,1.21E-04,0.014106657
24580,24580,1,6.518702118,0,1.21E-04,0.014106657
24581,24581,1,6.518702118,0,1.21E-04,0.014106657
24582,24582,16,5.756196485,31349.26667,0.001744356,0.03196136
24583,24583,31,5.719242902,90927.3337,0.003155959,0.058741466
24584,24584,1,6.518702118,0,1.21E-04,0.014106657
24585,24585,1,6.518702118,0,1.21E-04,0.014106657
24586,24586,1,6.518702118,0,1.21E-04,0.014106657
24589,24589,1,6.518702118,0,1.21E-04,0.014106657
24590,24590,1,6.518702118,0,1.21E-04,0.014106657
24592,24592,1,6.518702118,0,1.21E-04,0.014106657
24594,24594,2,6.493916178,0,2.07E-04,0.0204048
24601,24601,1,6.518702118,0,1.21E-04,0.014106657
24603,24603,1,6.518702118,0,1.21E-04,0.014106657
24604,24604,2,6.493916178,0,2.07E-04,0.0204048
24605,24605,1,6.518702118,0,1.21E-04,0.014106657
24611,24611,1,6.518702118,0,1.21E-04,0.014106657
24612,24612,1,6.518702118,0,1.21E-04,0.014106657
24614,24614,1,6.518702118,0,1.21E-04,0.014106657
24616,24616,1,6.518702118,0,1.21E-04,0.014106657
24617,24617,1,6.518702118,0,1.21E-04,0.014106657
24621,24621,1,6.518702118,0,1.21E-04,0.014106657
24622,24622,1,6.518702118,0,1.21E-04,0.014106657
24623,24623,1,6.518702118,0,1.21E-04,0.014106657
24630,24630,1,6.518702118,0,1.21E-04,0.014106657
24634,24634,1,6.518702118,0,1.21E-04,0.014106657
24639,24639,1,6.518702118,0,1.21E-04,0.014106657
24651,24651,1,6.518702118,0,1.21E-04,0.014106657
24654,24654,2,6.517800811,2218,2.37E-04,0.014917543
24660,24660,2,6.517350158,0,2.11E-04,0.016165274
24664,24664,1,6.518702118,0,1.21E-04,0.014106657
24669,24669,1,6.518702118,0,1.21E-04,0.014106657
24671,24671,1,6.518702118,0,1.21E-04,0.014106657
24674,24674,1,6.518702118,0,1.21E-04,0.014106657
24675,24675,1,6.518702118,0,1.21E-04,0.014106657
24679,24679,1,6.518702118,0,1.21E-04,0.014106657
24687,24687,2,6.493916178,0,2.07E-04,0.0204048
24688,24688,1,6.518702118,0,1.21E-04,0.014106657
24697,24697,1,6.518702118,0,1.21E-04,0.014106657
24698,24698,1,6.518702118,0,1.21E-04,0.014106657
24701,24701,1,6.518702118,0,1.21E-04,0.014106657
24729,24729,2,6.493916178,0,2.07E-04,0.0204048
24731,24731,1,6.518702118,0,1.21E-04,0.014106657
24736,24736,1,6.518702118,0,1.21E-04,0.014106657
24738,24738,1,6.518702118,0,1.21E-04,0.014106657
24751,24751,1,6.518702118,0,1.21E-04,0.014106657
24756,24756,1,6.518702118,0,1.21E-04,0.014106657
24757,24757,1,6.518702118,0,1.21E-04,0.014106657
24786,24786,1,6.518702118,0,1.21E-04,0.014106657
25281,25281,1,7.515998197,0,1.27E-04,0.002058617
25282,25282,1,7.515998197,0,1.27E-04,0.002058617
2788,2788,1,7.516448851,0,1.36E-04,0.001884829
2952,2952,1,7.516448851,0,1.36E-04,0.001884829
5312,5312,1,6.755745831,0,1.29E-04,0.003697441
14247,14247,1,6.755745831,0,1.29E-04,0.003697441
20023,20023,1,6.755745831,0,1.29E-04,0.003697441
24631,24631,1,6.755745831,0,1.29E-04,0.003697441
24656,24656,1,6.755745831,0,1.29E-04,0.003697441
24658,24658,1,6.755745831,0,1.29E-04,0.003697441
24670,24670,1,6.755745831,0,1.29E-04,0.003697441
24681,24681,1,6.755745831,0,1.29E-04,0.003697441
24683,24683,1,6.755745831,0,1.29E-04,0.003697441
24685,24685,1,6.755745831,0,1.29E-04,0.003697441
24711,24711,1,6.755745831,0,1.29E-04,0.003697441
24714,24714,1,6.755745831,0,1.29E-04,0.003697441
24743,24743,1,6.755745831,0,1.29E-04,0.003697441
24763,24763,1,6.755745831,0,1.29E-04,0.003697441
4132,4132,1,6.718792249,0,1.23E-04,0.006298142
5180,5180,1,6.718792249,0,1.23E-04,0.006298142
14577,14577,1,6.718792249,0,1.23E-04,0.006298142
21368,21368,1,6.718792249,0,1.23E-04,0.006298142
24587,24587,1,6.718792249,0,1.23E-04,0.006298142
24593,24593,1,6.718792249,0,1.23E-04,0.006298142
24600,24600,1,6.718792249,0,1.23E-04,0.006298142
24606,24606,1,6.718792249,0,1.23E-04,0.006298142
24607,24607,1,6.718792249,0,1.23E-04,0.006298142
24610,24610,1,6.718792249,0,1.23E-04,0.006298142
24620,24620,1,6.718792249,0,1.23E-04,0.006298142
24625,24625,1,6.718792249,0,1.23E-04,0.006298142
24627,24627,1,6.718792249,0,1.23E-04,0.006298142
24637,24637,1,6.718792249,0,1.23E-04,0.006298142
24640,24640,1,6.718792249,0,1.23E-04,0.006298142
24641,24641,1,6.718792249,0,1.23E-04,0.006298142
24647,24647,1,6.718792249,0,1.23E-04,0.006298142
24689,24689,1,6.718792249,0,1.23E-04,0.006298142
24702,24702,25,6.443893646,51894.5,0.002725983,0.032088738
24709,24709,1,6.718792249,0,1.23E-04,0.006298142
24725,24725,1,6.718792249,0,1.23E-04,0.006298142
24787,24787,1,6.718792249,0,1.23E-04,0.006298142
24798,24798,1,6.718792249,0,1.23E-04,0.006298142
24803,24803,1,6.718792249,0,1.23E-04,0.006298142
91922,91922,1,6.718792249,0,1.23E-04,0.006298142
23716,23716,1,7.636773321,0,1.15E-04,0.003085242
24598,24598,1,7.636773321,0,1.15E-04,0.003085242
24673,24673,1,7.636773321,0,1.15E-04,0.003085242
24677,24677,1,7.636773321,0,1.15E-04,0.003085242
24726,24726,1,7.636773321,0,1.15E-04,0.003085242
24758,24758,31,6.769265435,84825.42369,0.003158096,0.037985724
24799,24799,1,7.636773321,0,1.15E-04,0.003085242
24619,24619,102,6.931500676,218968,0.011307416,0.198174945
4202,4202,1,7.931050023,0,1.30E-04,0.018448135
11224,11224,1,7.931050023,0,1.30E-04,0.018448135
16887,16887,1,7.931050023,0,1.30E-04,0.018448135
19091,19091,1,7.931050023,0,1.30E-04,0.018448135
21831,21831,1,7.931050023,0,1.30E-04,0.018448135
25357,25357,1,7.931050023,0,1.30E-04,0.018448135
25701,25701,1,7.931050023,0,1.30E-04,0.018448135
26671,26671,1,7.931050023,0,1.30E-04,0.018448135
30851,30851,1,7.931050023,0,1.30E-04,0.018448135
33405,33405,1,7.931050023,0,1.30E-04,0.018448135
33615,33615,1,7.931050023,0,1.30E-04,0.018448135
36455,36455,1,7.931050023,0,1.30E-04,0.018448135
79198,79198,1,7.931050023,0,1.30E-04,0.018448135
82692,82692,1,7.931050023,0,1.30E-04,0.018448135
113896,113896,1,7.931050023,0,1.30E-04,0.018448135
113901,113901,1,7.931050023,0,1.30E-04,0.018448135
113919,113919,1,7.931050023,0,1.30E-04,0.018448135
113934,113934,1,7.931050023,0,1.30E-04,0.018448135
113941,113941,1,7.931050023,0,1.30E-04,0.018448135
113949,113949,1,7.931050023,0,1.30E-04,0.018448135
113955,113955,1,7.931050023,0,1.30E-04,0.018448135
113984,113984,1,7.931050023,0,1.30E-04,0.018448135
113992,113992,1,7.931050023,0,1.30E-04,0.018448135
113993,113993,1,7.931050023,0,1.30E-04,0.018448135
114002,114002,1,7.931050023,0,1.30E-04,0.018448135
114031,114031,1,7.931050023,0,1.30E-04,0.018448135
114036,114036,1,7.931050023,0,1.30E-04,0.018448135
114065,114065,1,7.931050023,0,1.30E-04,0.018448135
114072,114072,1,7.931050023,0,1.30E-04,0.018448135
114073,114073,1,7.931050023,0,1.30E-04,0.018448135
114091,114091,1,7.931050023,0,1.30E-04,0.018448135
114193,114193,1,7.931050023,0,1.30E-04,0.018448135
114194,114194,1,7.931050023,0,1.30E-04,0.018448135
114203,114203,1,7.931050023,0,1.30E-04,0.018448135
114310,114310,1,7.931050023,0,1.30E-04,0.018448135
114350,114350,1,7.931050023,0,1.30E-04,0.018448135
114387,114387,1,7.931050023,0,1.30E-04,0.018448135
114408,114408,1,7.931050023,0,1.30E-04,0.018448135
114417,114417,1,7.931050023,0,1.30E-04,0.018448135
114494,114494,1,7.931050023,0,1.30E-04,0.018448135
114517,114517,1,7.931050023,0,1.30E-04,0.018448135
114558,114558,1,7.931050023,0,1.30E-04,0.018448135
114570,114570,1,7.931050023,0,1.30E-04,0.018448135
114697,114697,1,7.931050023,0,1.30E-04,0.018448135
114744,114744,1,7.931050023,0,1.30E-04,0.018448135
114776,114776,1,7.931050023,0,1.30E-04,0.018448135
114805,114805,1,7.931050023,0,1.30E-04,0.018448135
114821,114821,1,7.931050023,0,1.30E-04,0.018448135
114846,114846,1,7.931050023,0,1.30E-04,0.018448135
115137,115137,1,7.931050023,0,1.30E-04,0.018448135
115293,115293,1,7.931050023,0,1.30E-04,0.018448135
115388,115388,1,7.931050023,0,1.30E-04,0.018448135
115431,115431,1,7.931050023,0,1.30E-04,0.018448135
115442,115442,1,7.931050023,0,1.30E-04,0.018448135
115575,115575,1,7.931050023,0,1.30E-04,0.018448135
115668,115668,1,7.931050023,0,1.30E-04,0.018448135
115702,115702,1,7.931050023,0,1.30E-04,0.018448135
115734,115734,1,7.931050023,0,1.30E-04,0.018448135
116074,116074,1,7.931050023,0,1.30E-04,0.018448135
116138,116138,1,7.931050023,0,1.30E-04,0.018448135
116361,116361,1,7.931050023,0,1.30E-04,0.018448135
116578,116578,1,7.931050023,0,1.30E-04,0.018448135
116591,116591,1,7.931050023,0,1.30E-04,0.018448135
116637,116637,1,7.931050023,0,1.30E-04,0.018448135
116670,116670,1,7.931050023,0,1.30E-04,0.018448135
117202,117202,1,7.931050023,0,1.30E-04,0.018448135
117253,117253,1,7.931050023,0,1.30E-04,0.018448135
117378,117378,1,7.931050023,0,1.30E-04,0.018448135
117515,117515,1,7.931050023,0,1.30E-04,0.018448135
117820,117820,1,7.931050023,0,1.30E-04,0.018448135
119367,119367,1,7.931050023,0,1.30E-04,0.018448135
119763,119763,1,7.931050023,0,1.30E-04,0.018448135
119883,119883,1,7.931050023,0,1.30E-04,0.018448135
121137,121137,1,7.931050023,0,1.30E-04,0.018448135
121757,121757,1,7.931050023,0,1.30E-04,0.018448135
121958,121958,1,7.931050023,0,1.30E-04,0.018448135
122003,122003,1,7.931050023,0,1.30E-04,0.018448135
122079,122079,1,7.931050023,0,1.30E-04,0.018448135
