Id,Label,度,Closeness Centrality,Betweenness Centrality,PageRank,Eigenvector Centrality
102157,102157,1,7.028841821,0,1.27E-04,0.03253327
103670,103670,1,7.028841821,0,1.27E-04,0.03253327
111109,111109,1,7.028841821,0,1.27E-04,0.03253327
111435,111435,1,7.028841821,0,1.27E-04,0.03253327
111453,111453,1,7.028841821,0,1.27E-04,0.03253327
111486,111486,1,7.028841821,0,1.27E-04,0.03253327
111498,111498,1,7.028841821,0,1.27E-04,0.03253327
111545,111545,1,7.028841821,0,1.27E-04,0.03253327
111562,111562,1,7.028841821,0,1.27E-04,0.03253327
111589,111589,1,7.028841821,0,1.27E-04,0.03253327
111591,111591,1,7.028841821,0,1.27E-04,0.03253327
111596,111596,1,7.028841821,0,1.27E-04,0.03253327
111622,111622,1,7.028841821,0,1.27E-04,0.03253327
111628,111628,1,7.028841821,0,1.27E-04,0.03253327
111637,111637,1,7.028841821,0,1.27E-04,0.03253327
111707,111707,1,7.028841821,0,1.27E-04,0.03253327
111721,111721,1,7.028841821,0,1.27E-04,0.03253327
111863,111863,1,7.028841821,0,1.27E-04,0.03253327
111882,111882,1,7.028841821,0,1.27E-04,0.03253327
111916,111916,1,7.028841821,0,1.27E-04,0.03253327
111936,111936,2,5.937359171,133125.6266,2.17E-04,0.051064087
111995,111995,1,7.028841821,0,1.27E-04,0.03253327
112022,112022,1,7.028841821,0,1.27E-04,0.03253327
112029,112029,1,7.028841821,0,1.27E-04,0.03253327
112047,112047,1,7.028841821,0,1.27E-04,0.03253327
112114,112114,1,7.028841821,0,1.27E-04,0.03253327
112166,112166,1,7.028841821,0,1.27E-04,0.03253327
112595,112595,1,7.028841821,0,1.27E-04,0.03253327
112715,112715,1,7.028841821,0,1.27E-04,0.03253327
112727,112727,1,7.028841821,0,1.27E-04,0.03253327
113127,113127,1,7.028841821,0,1.27E-04,0.03253327
113133,113133,1,7.028841821,0,1.27E-04,0.03253327
113174,113174,1,7.028841821,0,1.27E-04,0.03253327
113252,113252,1,7.028841821,0,1.27E-04,0.03253327
113320,113320,1,7.028841821,0,1.27E-04,0.03253327
113414,113414,1,7.028841821,0,1.27E-04,0.03253327
113470,113470,1,7.028841821,0,1.27E-04,0.03253327
113491,113491,1,7.028841821,0,1.27E-04,0.03253327
113687,113687,1,7.028841821,0,1.27E-04,0.03253327
113807,113807,1,7.028841821,0,1.27E-04,0.03253327
113956,113956,1,7.028841821,0,1.27E-04,0.03253327
114020,114020,1,7.028841821,0,1.27E-04,0.03253327
114175,114175,1,7.028841821,0,1.27E-04,0.03253327
114374,114374,1,7.028841821,0,1.27E-04,0.03253327
114380,114380,1,7.028841821,0,1.27E-04,0.03253327
114704,114704,1,7.028841821,0,1.27E-04,0.03253327
114945,114945,1,7.028841821,0,1.27E-04,0.03253327
114986,114986,1,7.028841821,0,1.27E-04,0.03253327
115000,115000,1,7.028841821,0,1.27E-04,0.03253327
115515,115515,1,7.028841821,0,1.27E-04,0.03253327
116045,116045,1,7.028841821,0,1.27E-04,0.03253327
116572,116572,1,7.028841821,0,1.27E-04,0.03253327
117607,117607,1,7.028841821,0,1.27E-04,0.03253327
117717,117717,1,7.028841821,0,1.27E-04,0.03253327
117904,117904,1,7.028841821,0,1.27E-04,0.03253327
118433,118433,1,7.028841821,0,1.27E-04,0.03253327
118698,118698,1,7.028841821,0,1.27E-04,0.03253327
119875,119875,1,7.028841821,0,1.27E-04,0.03253327
120747,120747,1,7.028841821,0,1.27E-04,0.03253327
121463,121463,1,7.028841821,0,1.27E-04,0.03253327
121546,121546,1,7.028841821,0,1.27E-04,0.03253327
121550,121550,1,7.028841821,0,1.27E-04,0.03253327
122240,122240,1,7.028841821,0,1.27E-04,0.03253327
123111,123111,1,7.028841821,0,1.27E-04,0.03253327
123660,123660,1,7.028841821,0,1.27E-04,0.03253327
124111,124111,1,7.028841821,0,1.27E-04,0.03253327
126012,126012,1,7.028841821,0,1.27E-04,0.03253327
127590,127590,1,7.028841821,0,1.27E-04,0.03253327
129361,129361,1,7.028841821,0,1.27E-04,0.03253327
129968,129968,1,7.028841821,0,1.27E-04,0.03253327
131292,131292,1,7.028841821,0,1.27E-04,0.03253327
131917,131917,1,7.028841821,0,1.27E-04,0.03253327
135819,135819,1,7.028841821,0,1.27E-04,0.03253327
136564,136564,1,7.028841821,0,1.27E-04,0.03253327
137235,137235,1,7.028841821,0,1.27E-04,0.03253327
137798,137798,1,7.028841821,0,1.27E-04,0.03253327
138580,138580,1,7.028841821,0,1.27E-04,0.03253327
142532,142532,1,7.028841821,0,1.27E-04,0.03253327
144357,144357,1,7.028841821,0,1.27E-04,0.03253327
146675,146675,1,7.028841821,0,1.27E-04,0.03253327
149797,149797,1,7.028841821,0,1.27E-04,0.03253327
150441,150441,1,7.028841821,0,1.27E-04,0.03253327
164106,164106,1,7.028841821,0,1.27E-04,0.03253327
168552,168552,1,7.028841821,0,1.27E-04,0.03253327
176054,176054,1,7.028841821,0,1.27E-04,0.03253327
189099,189099,1,7.028841821,0,1.27E-04,0.03253327
191741,191741,1,7.028841821,0,1.27E-04,0.03253327
14942,14942,1,9.219017575,0,1.29E-04,0.003517958
15799,15799,1,9.219017575,0,1.29E-04,0.003517958
16686,16686,1,9.219017575,0,1.29E-04,0.003517958
24140,24140,1,9.219017575,0,1.29E-04,0.003517958
24141,24141,1,9.219017575,0,1.29E-04,0.003517958
24142,24142,2,9.218116269,2218,2.50E-04,0.004295318
24143,24143,1,9.219017575,0,1.29E-04,0.003517958
24144,24144,1,9.219017575,0,1.29E-04,0.003517958
24145,24145,1,9.219017575,0,1.29E-04,0.003517958
24147,24147,1,9.219017575,0,1.29E-04,0.003517958
24148,24148,19,7.308246958,245767,0.002097382,0.021527657
24150,24150,1,9.219017575,0,1.29E-04,0.003517958
24151,24151,1,9.219017575,0,1.29E-04,0.003517958
24152,24152,1,9.219017575,0,1.29E-04,0.003517958
24158,24158,1,9.219017575,0,1.29E-04,0.003517958
24164,24164,1,9.219017575,0,1.29E-04,0.003517958
24189,24189,1,9.219017575,0,1.29E-04,0.003517958
24195,24195,1,9.219017575,0,1.29E-04,0.003517958
163478,163478,1,10.21766562,0,1.42E-04,0.001074661
394,394,1,8.307796305,0,1.30E-04,0.003280192
9618,9618,1,8.307796305,0,1.30E-04,0.003280192
18146,18146,1,8.307796305,0,1.30E-04,0.003280192
24162,24162,1,8.307796305,0,1.30E-04,0.003280192
24163,24163,1,8.307796305,0,1.30E-04,0.003280192
24166,24166,1,8.307796305,0,1.30E-04,0.003280192
24167,24167,1,8.307796305,0,1.30E-04,0.003280192
24169,24169,1,8.307796305,0,1.30E-04,0.003280192
24170,24170,1,8.307796305,0,1.30E-04,0.003280192
24171,24171,2,6.413249211,245934,2.15E-04,0.01738685
24174,24174,1,8.307796305,0,1.30E-04,0.003280192
24175,24175,1,8.307796305,0,1.30E-04,0.003280192
24176,24176,1,8.307796305,0,1.30E-04,0.003280192
24183,24183,1,8.307796305,0,1.30E-04,0.003280192
24184,24184,1,8.307796305,0,1.30E-04,0.003280192
24185,24185,1,8.307796305,0,1.30E-04,0.003280192
24188,24188,1,8.307796305,0,1.30E-04,0.003280192
24287,24287,1,8.307796305,0,1.30E-04,0.003280192
651,651,1,8.192429022,0,1.30E-04,0.006413805
1965,1965,1,8.192429022,0,1.30E-04,0.006413805
2099,2099,1,8.192429022,0,1.30E-04,0.006413805
3301,3301,1,8.192429022,0,1.30E-04,0.006413805
5148,5148,1,8.192429022,0,1.30E-04,0.006413805
5882,5882,1,8.192429022,0,1.30E-04,0.006413805
8799,8799,1,8.192429022,0,1.30E-04,0.006413805
9124,9124,1,8.192429022,0,1.30E-04,0.006413805
9554,9554,1,8.192429022,0,1.30E-04,0.006413805
11545,11545,1,8.192429022,0,1.30E-04,0.006413805
14271,14271,1,8.192429022,0,1.30E-04,0.006413805
19924,19924,1,8.192429022,0,1.30E-04,0.006413805
25838,25838,1,8.192429022,0,1.30E-04,0.006413805
26083,26083,1,8.192429022,0,1.30E-04,0.006413805
26119,26119,1,8.192429022,0,1.30E-04,0.006413805
26736,26736,1,8.192429022,0,1.30E-04,0.006413805
26991,26991,1,8.192429022,0,1.30E-04,0.006413805
30464,30464,1,8.192429022,0,1.30E-04,0.006413805
31400,31400,1,8.192429022,0,1.30E-04,0.006413805
31492,31492,1,8.192429022,0,1.30E-04,0.006413805
71298,71298,1,8.192429022,0,1.30E-04,0.006413805
80748,80748,1,8.192429022,0,1.30E-04,0.006413805
85421,85421,1,8.192429022,0,1.30E-04,0.006413805
85808,85808,1,8.192429022,0,1.30E-04,0.006413805
88013,88013,1,8.192429022,0,1.30E-04,0.006413805
88254,88254,1,8.192429022,0,1.30E-04,0.006413805
95114,95114,1,8.192429022,0,1.30E-04,0.006413805
95479,95479,1,8.192429022,0,1.30E-04,0.006413805
108462,108462,1,8.192429022,0,1.30E-04,0.006413805
115205,115205,1,8.192429022,0,1.30E-04,0.006413805
115220,115220,1,8.192429022,0,1.30E-04,0.006413805
115404,115404,1,8.192429022,0,1.30E-04,0.006413805
116897,116897,1,8.192429022,0,1.30E-04,0.006413805
117281,117281,1,8.192429022,0,1.30E-04,0.006413805
122073,122073,1,8.192429022,0,1.30E-04,0.006413805
124260,124260,1,8.192429022,0,1.30E-04,0.006413805
124361,124361,1,8.192429022,0,1.30E-04,0.006413805
125815,125815,1,8.192429022,0,1.30E-04,0.006413805
130658,130658,1,8.192429022,0,1.30E-04,0.006413805
815,815,1,11.12798558,0,1.28E-04,0.003925828
8741,8741,1,11.12798558,0,1.28E-04,0.003925828
14670,14670,1,11.12798558,0,1.28E-04,0.003925828
18699,18699,1,11.12798558,0,1.28E-04,0.003925828
26715,26715,1,11.12798558,0,1.28E-04,0.003925828
35307,35307,1,11.12798558,0,1.28E-04,0.003925828
75352,75352,1,11.12798558,0,1.28E-04,0.003925828
75510,75510,1,11.12798558,0,1.28E-04,0.003925828
111585,111585,1,11.12798558,0,1.28E-04,0.003925828
111979,111979,1,11.12798558,0,1.28E-04,0.003925828
113058,113058,1,11.12798558,0,1.28E-04,0.003925828
113069,113069,1,11.12798558,0,1.28E-04,0.003925828
113342,113342,1,11.12798558,0,1.28E-04,0.003925828
113677,113677,1,11.12798558,0,1.28E-04,0.003925828
114989,114989,1,11.12798558,0,1.28E-04,0.003925828
117662,117662,1,11.12798558,0,1.28E-04,0.003925828
122161,122161,1,11.12798558,0,1.28E-04,0.003925828
135949,135949,1,11.12798558,0,1.28E-04,0.003925828
158102,158102,1,11.12798558,0,1.28E-04,0.003925828
167847,167847,1,11.12798558,0,1.28E-04,0.003925828
18498,18498,1,7.646687697,0,1.29E-04,0.00145125
1985,1985,1,9.465975665,0,1.25E-04,0.002896745
4299,4299,1,9.465975665,0,1.25E-04,0.002896745
9052,9052,1,9.465975665,0,1.25E-04,0.002896745
21025,21025,1,9.465975665,0,1.25E-04,0.002896745
25697,25697,1,9.465975665,0,1.25E-04,0.002896745
25724,25724,1,9.465975665,0,1.25E-04,0.002896745
25756,25756,1,9.465975665,0,1.25E-04,0.002896745
25866,25866,1,9.465975665,0,1.25E-04,0.002896745
25913,25913,1,9.465975665,0,1.25E-04,0.002896745
24332,24332,45,7.916178459,96646,0.005039191,0.055300481
1127,1127,1,8.915727805,0,1.31E-04,0.006972314
1134,1134,1,8.915727805,0,1.31E-04,0.006972314
1140,1140,1,8.915727805,0,1.31E-04,0.006972314
1307,1307,1,8.915727805,0,1.31E-04,0.006972314
1455,1455,1,8.915727805,0,1.31E-04,0.006972314
6059,6059,1,8.915727805,0,1.31E-04,0.006972314
7643,7643,1,8.915727805,0,1.31E-04,0.006972314
19020,19020,1,8.915727805,0,1.31E-04,0.006972314
19024,19024,1,8.915727805,0,1.31E-04,0.006972314
19035,19035,1,8.915727805,0,1.31E-04,0.006972314
19038,19038,1,8.915727805,0,1.31E-04,0.006972314
19062,19062,1,8.915727805,0,1.31E-04,0.006972314
19070,19070,1,8.915727805,0,1.31E-04,0.006972314
19076,19076,1,8.915727805,0,1.31E-04,0.006972314
19081,19081,1,8.915727805,0,1.31E-04,0.006972314
19106,19106,1,8.915727805,0,1.31E-04,0.006972314
19116,19116,1,8.915727805,0,1.31E-04,0.006972314
19117,19117,1,8.915727805,0,1.31E-04,0.006972314
19119,19119,1,8.915727805,0,1.31E-04,0.006972314
19177,19177,1,8.915727805,0,1.31E-04,0.006972314
19200,19200,1,8.915727805,0,1.31E-04,0.006972314
19250,19250,1,8.915727805,0,1.31E-04,0.006972314
19263,19263,1,8.915727805,0,1.31E-04,0.006972314
19299,19299,1,8.915727805,0,1.31E-04,0.006972314
19331,19331,1,8.915727805,0,1.31E-04,0.006972314
19484,19484,1,8.915727805,0,1.31E-04,0.006972314
19528,19528,1,8.915727805,0,1.31E-04,0.006972314
19529,19529,1,8.915727805,0,1.31E-04,0.006972314
19537,19537,1,8.915727805,0,1.31E-04,0.006972314
21205,21205,1,8.915727805,0,1.31E-04,0.006972314
21212,21212,1,8.915727805,0,1.31E-04,0.006972314
24333,24333,1,8.915727805,0,1.31E-04,0.006972314
24334,24334,1,8.915727805,0,1.31E-04,0.006972314
24335,24335,1,8.915727805,0,1.31E-04,0.006972314
24336,24336,1,8.915727805,0,1.31E-04,0.006972314
24337,24337,1,8.915727805,0,1.31E-04,0.006972314
24338,24338,1,8.915727805,0,1.31E-04,0.006972314
24339,24339,1,8.915727805,0,1.31E-04,0.006972314
24340,24340,1,8.915727805,0,1.31E-04,0.006972314
24341,24341,1,8.915727805,0,1.31E-04,0.006972314
24342,24342,1,8.915727805,0,1.31E-04,0.006972314
24343,24343,1,8.915727805,0,1.31E-04,0.006972314
24344,24344,1,8.915727805,0,1.31E-04,0.006972314
24345,24345,1,8.915727805,0,1.31E-04,0.006972314
24356,24356,31,5.40784137,242886.095,0.003260206,0.052830206
585,585,1,6.407390717,0,1.25E-04,0.005969191
1558,1558,1,6.407390717,0,1.25E-04,0.005969191
1559,1559,2,5.435781884,105134.0946,2.03E-04,0.021309241
11493,11493,1,6.407390717,0,1.25E-04,0.005969191
20158,20158,1,6.407390717,0,1.25E-04,0.005969191
24358,24358,1,6.407390717,0,1.25E-04,0.005969191
24359,24359,1,6.407390717,0,1.25E-04,0.005969191
24360,24360,1,6.407390717,0,1.25E-04,0.005969191
24361,24361,22,5.937809824,88705.09209,0.00229373,0.037252275
24362,24362,1,6.407390717,0,1.25E-04,0.005969191
24363,24363,1,6.407390717,0,1.25E-04,0.005969191
24364,24364,1,6.407390717,0,1.25E-04,0.005969191
24366,24366,1,6.407390717,0,1.25E-04,0.005969191
24373,24373,1,6.407390717,0,1.25E-04,0.005969191
24376,24376,1,6.407390717,0,1.25E-04,0.005969191
24378,24378,1,6.407390717,0,1.25E-04,0.005969191
24379,24379,1,6.407390717,0,1.25E-04,0.005969191
24380,24380,1,6.407390717,0,1.25E-04,0.005969191
24381,24381,1,6.407390717,0,1.25E-04,0.005969191
24382,24382,1,6.407390717,0,1.25E-04,0.005969191
24389,24389,1,6.407390717,0,1.25E-04,0.005969191
24391,24391,1,6.407390717,0,1.25E-04,0.005969191
24393,24393,1,6.407390717,0,1.25E-04,0.005969191
24407,24407,65,6.349707075,139936,0.007231436,0.099318252
24409,24409,1,6.407390717,0,1.25E-04,0.005969191
24412,24412,1,6.407390717,0,1.25E-04,0.005969191
24417,24417,1,6.407390717,0,1.25E-04,0.005969191
24422,24422,1,6.407390717,0,1.25E-04,0.005969191
24424,24424,1,6.407390717,0,1.25E-04,0.005969191
1824,1824,1,6.937359171,0,1.25E-04,0.004524277
1826,1826,1,6.937359171,0,1.25E-04,0.004524277
1864,1864,1,6.937359171,0,1.25E-04,0.004524277
1886,1886,1,6.937359171,0,1.25E-04,0.004524277
2695,2695,1,6.937359171,0,1.25E-04,0.004524277
5850,5850,1,6.937359171,0,1.25E-04,0.004524277
10745,10745,1,6.937359171,0,1.25E-04,0.004524277
24367,24367,1,6.937359171,0,1.25E-04,0.004524277
24369,24369,1,6.937359171,0,1.25E-04,0.004524277
24371,24371,1,6.937359171,0,1.25E-04,0.004524277
24375,24375,1,6.937359171,0,1.25E-04,0.004524277
24383,24383,1,6.937359171,0,1.25E-04,0.004524277
24388,24388,1,6.937359171,0,1.25E-04,0.004524277
24397,24397,1,6.937359171,0,1.25E-04,0.004524277
24405,24405,42,6.519152772,88643.6582,0.004567675,0.054578934
24408,24408,2,6.799459216,0,2.17E-04,0.011288318
24411,24411,20,5.391167192,83378.60321,0.00210289,0.034884121
24415,24415,1,6.937359171,0,1.25E-04,0.004524277
24418,24418,1,6.937359171,0,1.25E-04,0.004524277
24419,24419,1,6.937359171,0,1.25E-04,0.004524277
24404,24404,12,8.713835061,23442.09857,0.001327947,0.011214808
540,540,1,9.713384407,0,1.30E-04,0.002155965
984,984,2,7.744479495,23666.99619,2.17E-04,0.007209805
12126,12126,1,9.713384407,0,1.30E-04,0.002155965
43188,43188,1,9.713384407,0,1.30E-04,0.002155965
84967,84967,1,9.713384407,0,1.30E-04,0.002155965
85228,85228,1,9.713384407,0,1.30E-04,0.002155965
90394,90394,1,9.713384407,0,1.30E-04,0.002155965
90727,90727,1,9.713384407,0,1.30E-04,0.002155965
195884,195884,1,9.713384407,0,1.30E-04,0.002155965
196342,196342,1,9.713384407,0,1.30E-04,0.002155965
198575,198575,1,9.713384407,0,1.30E-04,0.002155965
1355,1355,1,7.518702118,0,1.28E-04,0.006764041
2605,2605,1,7.518702118,0,1.28E-04,0.006764041
4541,4541,1,7.518702118,0,1.28E-04,0.006764041
7536,7536,1,7.518702118,0,1.28E-04,0.006764041
9152,9152,1,7.518702118,0,1.28E-04,0.006764041
13312,13312,1,7.518702118,0,1.28E-04,0.006764041
24489,24489,1,7.518702118,0,1.28E-04,0.006764041
30147,30147,1,7.518702118,0,1.28E-04,0.006764041
82793,82793,2,5.75033799,57376.1375,2.14E-04,0.018969348
87363,87363,1,7.518702118,0,1.28E-04,0.006764041
107409,107409,1,7.518702118,0,1.28E-04,0.006764041
158120,158120,1,7.518702118,0,1.28E-04,0.006764041
158123,158123,1,7.518702118,0,1.28E-04,0.006764041
158458,158458,1,7.518702118,0,1.28E-04,0.006764041
158910,158910,1,7.518702118,0,1.28E-04,0.006764041
159189,159189,1,7.518702118,0,1.28E-04,0.006764041
159336,159336,1,7.518702118,0,1.28E-04,0.006764041
159394,159394,1,7.518702118,0,1.28E-04,0.006764041
159508,159508,1,7.518702118,0,1.28E-04,0.006764041
159755,159755,1,7.518702118,0,1.28E-04,0.006764041
159789,159789,1,7.518702118,0,1.28E-04,0.006764041
159924,159924,1,7.518702118,0,1.28E-04,0.006764041
160803,160803,1,7.518702118,0,1.28E-04,0.006764041
161047,161047,1,7.518702118,0,1.28E-04,0.006764041
161227,161227,1,7.518702118,0,1.28E-04,0.006764041
163616,163616,1,7.518702118,0,1.28E-04,0.006764041
166236,166236,1,7.518702118,0,1.28E-04,0.006764041
166272,166272,1,7.518702118,0,1.28E-04,0.006764041
166364,166364,1,7.518702118,0,1.28E-04,0.006764041
166821,166821,1,7.518702118,0,1.28E-04,0.006764041
167139,167139,1,7.518702118,0,1.28E-04,0.006764041
169508,169508,1,7.518702118,0,1.28E-04,0.006764041
170533,170533,1,7.518702118,0,1.28E-04,0.006764041
171171,171171,1,7.518702118,0,1.28E-04,0.006764041
176961,176961,1,7.518702118,0,1.28E-04,0.006764041
187927,187927,1,7.518702118,0,1.28E-04,0.006764041
191529,191529,1,7.518702118,0,1.28E-04,0.006764041
192111,192111,1,7.518702118,0,1.28E-04,0.006764041
192564,192564,1,7.518702118,0,1.28E-04,0.006764041
193355,193355,1,7.518702118,0,1.28E-04,0.006764041
3362,3362,1,7.349256422,0,1.31E-04,0.010819585
10997,10997,1,7.349256422,0,1.31E-04,0.010819585
26506,26506,1,7.349256422,0,1.31E-04,0.010819585
30863,30863,1,7.349256422,0,1.31E-04,0.010819585
31144,31144,1,7.349256422,0,1.31E-04,0.010819585
71898,71898,1,7.349256422,0,1.31E-04,0.010819585
88730,88730,1,7.349256422,0,1.31E-04,0.010819585
91039,91039,1,7.349256422,0,1.31E-04,0.010819585
94666,94666,1,7.349256422,0,1.31E-04,0.010819585
115085,115085,1,7.349256422,0,1.31E-04,0.010819585
127273,127273,1,7.349256422,0,1.31E-04,0.010819585
127425,127425,1,7.349256422,0,1.31E-04,0.010819585
127561,127561,1,7.349256422,0,1.31E-04,0.010819585
127665,127665,1,7.349256422,0,1.31E-04,0.010819585
127821,127821,1,7.349256422,0,1.31E-04,0.010819585
128116,128116,1,7.349256422,0,1.31E-04,0.010819585
128211,128211,1,7.349256422,0,1.31E-04,0.010819585
128212,128212,1,7.349256422,0,1.31E-04,0.010819585
128326,128326,1,7.349256422,0,1.31E-04,0.010819585
128410,128410,1,7.349256422,0,1.31E-04,0.010819585
128914,128914,1,7.349256422,0,1.31E-04,0.010819585
128965,128965,1,7.349256422,0,1.31E-04,0.010819585
128998,128998,1,7.349256422,0,1.31E-04,0.010819585
129378,129378,1,7.349256422,0,1.31E-04,0.010819585
129445,129445,1,7.349256422,0,1.31E-04,0.010819585
129591,129591,1,7.349256422,0,1.31E-04,0.010819585
129728,129728,1,7.349256422,0,1.31E-04,0.010819585
129991,129991,1,7.349256422,0,1.31E-04,0.010819585
130492,130492,1,7.349256422,0,1.31E-04,0.010819585
130519,130519,1,7.349256422,0,1.31E-04,0.010819585
130648,130648,1,7.349256422,0,1.31E-04,0.010819585
130905,130905,1,7.349256422,0,1.31E-04,0.010819585
131062,131062,1,7.349256422,0,1.31E-04,0.010819585
131286,131286,1,7.349256422,0,1.31E-04,0.010819585
131342,131342,1,7.349256422,0,1.31E-04,0.010819585
131487,131487,1,7.349256422,0,1.31E-04,0.010819585
131883,131883,1,7.349256422,0,1.31E-04,0.010819585
132555,132555,1,7.349256422,0,1.31E-04,0.010819585
133459,133459,1,7.349256422,0,1.31E-04,0.010819585
133629,133629,1,7.349256422,0,1.31E-04,0.010819585
134664,134664,1,7.349256422,0,1.31E-04,0.010819585
135986,135986,1,7.349256422,0,1.31E-04,0.010819585
138486,138486,1,7.349256422,0,1.31E-04,0.010819585
144523,144523,1,7.349256422,0,1.31E-04,0.010819585
146465,146465,1,7.349256422,0,1.31E-04,0.010819585
147209,147209,1,7.349256422,0,1.31E-04,0.010819585
147742,147742,1,7.349256422,0,1.31E-04,0.010819585
150763,150763,1,7.349256422,0,1.31E-04,0.010819585
151934,151934,1,7.349256422,0,1.31E-04,0.010819585
152470,152470,1,7.349256422,0,1.31E-04,0.010819585
154535,154535,1,7.349256422,0,1.31E-04,0.010819585
154634,154634,1,7.349256422,0,1.31E-04,0.010819585
156592,156592,1,7.349256422,0,1.31E-04,0.010819585
156635,156635,1,7.349256422,0,1.31E-04,0.010819585
162907,162907,1,7.349256422,0,1.31E-04,0.010819585
171099,171099,1,7.349256422,0,1.31E-04,0.010819585
174345,174345,1,7.349256422,0,1.31E-04,0.010819585
189162,189162,1,7.349256422,0,1.31E-04,0.010819585
192565,192565,1,7.349256422,0,1.31E-04,0.010819585
194238,194238,1,7.349256422,0,1.31E-04,0.010819585
194397,194397,1,7.349256422,0,1.31E-04,0.010819585
194476,194476,1,7.349256422,0,1.31E-04,0.010819585
194612,194612,1,7.349256422,0,1.31E-04,0.010819585
196932,196932,1,7.349256422,0,1.31E-04,0.010819585
8253,8253,1,6.390716539,0,1.25E-04,0.004039185
21100,21100,1,6.390716539,0,1.25E-04,0.004039185
22858,22858,1,6.390716539,0,1.25E-04,0.004039185
25491,25491,1,6.390716539,0,1.25E-04,0.004039185
25614,25614,1,6.390716539,0,1.25E-04,0.004039185
26135,26135,1,6.390716539,0,1.25E-04,0.004039185
31013,31013,1,6.390716539,0,1.25E-04,0.004039185
31482,31482,1,6.390716539,0,1.25E-04,0.004039185
31638,31638,1,6.390716539,0,1.25E-04,0.004039185
32344,32344,1,6.390716539,0,1.25E-04,0.004039185
33986,33986,1,6.390716539,0,1.25E-04,0.004039185
34015,34015,1,6.390716539,0,1.25E-04,0.004039185
73601,73601,1,6.390716539,0,1.25E-04,0.004039185
79121,79121,1,6.390716539,0,1.25E-04,0.004039185
79125,79125,1,6.390716539,0,1.25E-04,0.004039185
79270,79270,1,6.390716539,0,1.25E-04,0.004039185
79344,79344,1,6.390716539,0,1.25E-04,0.004039185
24448,24448,38,5.086976115,187423.163,0.004025733,0.077738855
3353,3353,1,6.086525462,0,1.26E-04,0.007807498
3439,3439,1,6.086525462,0,1.26E-04,0.007807498
3558,3558,1,6.086525462,0,1.26E-04,0.007807498
21811,21811,1,6.086525462,0,1.26E-04,0.007807498
24441,24441,1,6.086525462,0,1.26E-04,0.007807498
24449,24449,1,6.086525462,0,1.26E-04,0.007807498
24450,24450,1,6.086525462,0,1.26E-04,0.007807498
24451,24451,1,6.086525462,0,1.26E-04,0.007807498
24452,24452,1,6.086525462,0,1.26E-04,0.007807498
24453,24453,1,6.086525462,0,1.26E-04,0.007807498
24454,24454,1,6.086525462,0,1.26E-04,0.007807498
24455,24455,1,6.086525462,0,1.26E-04,0.007807498
24456,24456,1,6.086525462,0,1.26E-04,0.007807498
24457,24457,1,6.086525462,0,1.26E-04,0.007807498
24458,24458,1,6.086525462,0,1.26E-04,0.007807498
24459,24459,23,5.766110861,62336.40043,0.002535293,0.031045237
24462,24462,1,6.086525462,0,1.26E-04,0.007807498
24466,24466,1,6.086525462,0,1.26E-04,0.007807498
24467,24467,1,6.086525462,0,1.26E-04,0.007807498
24471,24471,1,6.086525462,0,1.26E-04,0.007807498
24472,24472,1,6.086525462,0,1.26E-04,0.007807498
24475,24475,1,6.086525462,0,1.26E-04,0.007807498
24476,24476,1,6.086525462,0,1.26E-04,0.007807498
24481,24481,1,6.086525462,0,1.26E-04,0.007807498
24487,24487,1,6.086525462,0,1.26E-04,0.007807498
24488,24488,1,6.086525462,0,1.26E-04,0.007807498
24491,24491,1,6.086525462,0,1.26E-04,0.007807498
24492,24492,1,6.086525462,0,1.26E-04,0.007807498
24494,24494,1,6.086525462,0,1.26E-04,0.007807498
24498,24498,1,6.086525462,0,1.26E-04,0.007807498
24503,24503,1,6.086525462,0,1.26E-04,0.007807498
24512,24512,34,6.056782334,72666,0.003807538,0.044471233
24516,24516,2,5.594862551,29034.2737,2.16E-04,0.048308024
24519,24519,2,6.085624155,2218,2.45E-04,0.008597326
24521,24521,1,6.086525462,0,1.26E-04,0.007807498
24525,24525,71,4.361424065,412324.4503,0.007041188,0.253156555
24569,24569,1,6.086525462,0,1.26E-04,0.007807498
11214,11214,1,6.765660207,0,1.30E-04,0.004118623
24460,24460,1,6.765660207,0,1.30E-04,0.004118623
24461,24461,1,6.765660207,0,1.30E-04,0.004118623
24463,24463,1,6.765660207,0,1.30E-04,0.004118623
24464,24464,1,6.765660207,0,1.30E-04,0.004118623
24465,24465,1,6.765660207,0,1.30E-04,0.004118623
24468,24468,1,6.765660207,0,1.30E-04,0.004118623
24469,24469,1,6.765660207,0,1.30E-04,0.004118623
24470,24470,1,6.765660207,0,1.30E-04,0.004118623
24473,24473,1,6.765660207,0,1.30E-04,0.004118623
24474,24474,1,6.765660207,0,1.30E-04,0.004118623
24495,24495,1,6.765660207,0,1.30E-04,0.004118623
24496,24496,2,6.095538531,24460.13377,2.19E-04,0.02264944
24497,24497,1,6.765660207,0,1.30E-04,0.004118623
24509,24509,1,6.765660207,0,1.30E-04,0.004118623
24510,24510,1,6.765660207,0,1.30E-04,0.004118623
24514,24514,1,6.765660207,0,1.30E-04,0.004118623
24515,24515,1,6.765660207,0,1.30E-04,0.004118623
24518,24518,1,6.765660207,0,1.30E-04,0.004118623
24524,24524,1,6.765660207,0,1.30E-04,0.004118623
24526,24526,1,6.765660207,0,1.30E-04,0.004118623
